User,Date Created,Number of Likes,Number of Retweets,Source of Tweet,Tweet
Elon Musk,2024-04-07 15:02:48+00:00,403730,81525,,"Coming shortly, 𝕏 will publish everything demanded by @Alexandre and how those requests violate Brazilian law. 

This judge has brazenly and repeatedly betrayed the constitution and people of Brazil. He should resign or be impeached.

Shame @Alexandre, shame."
Elon Musk,2024-04-07 14:31:51+00:00,13445,2282,,"Discussion with head of Norway’s sovereign fund, @NicolaiTang1  https://t.co/ZCR7FrsR0m"
Elon Musk,2024-04-07 13:39:39+00:00,237952,54932,,This is all accurate. https://t.co/auqZnICkd7
Elon Musk,2024-04-07 01:21:18+00:00,52414,7253,,Edited version https://t.co/2akgBmNpqG
Elon Musk,2024-04-06 22:20:14+00:00,634016,94837,,For the people of Earth https://t.co/5dWeItduN3
Elon Musk,2024-04-06 22:03:47+00:00,172331,34469,,This aggressive censorship appears to violate the law &amp; will of the people of Brazil https://t.co/Vuxerg2L9w
Elon Musk,2024-04-06 22:01:48+00:00,148646,27580,,Why are you doing this @alexandre? https://t.co/5VsqUPivU7
Elon Musk,2024-04-06 19:00:16+00:00,207547,22263,,"Soon
 https://t.co/mKwoDrtai4"
Elon Musk,2024-04-06 17:59:08+00:00,49822,7388,,Update on making life multiplanetary https://t.co/A75P8rj2Bs
Elon Musk,2024-04-06 17:47:03+00:00,30145,4639,,Best deal in town! https://t.co/TFNThLNLzm
Elon Musk,2024-04-06 17:34:41+00:00,63364,8256,,"I wrote this 8 years ago 
https://t.co/r9GdXpUDe2"
Elon Musk,2024-04-06 12:24:58+00:00,21640,3926,,Rise &amp; fall of the first civilization  https://t.co/d7NXtOuNAC
Elon Musk,2024-04-06 05:54:18+00:00,208594,41189,,This needs to stop https://t.co/Z2HDsKUVD6
Elon Musk,2024-04-06 02:51:34+00:00,93615,10750,,Hell on Earth https://t.co/FPSdtZVTBj
Elon Musk,2024-04-06 00:54:36+00:00,84651,10010,,Getting ready for Flight 4 https://t.co/cylOfDi4rk
Elon Musk,2024-04-05 23:21:47+00:00,41876,8413,,"We should always judge people as individuals, even if a stereotype is statistically correct, but it is particularly absurd to have a statistically wrong stereotype! https://t.co/ya9VXGW0ob"
Elon Musk,2024-04-05 23:07:08+00:00,42176,5092,,Congrats Tesla AI team! https://t.co/16c8jYXuDr
Elon Musk,2024-04-05 21:37:23+00:00,198443,33194,,Too much of the environmentalist movement has morphed into a human extinctionist movement
Elon Musk,2024-04-05 21:14:45+00:00,113131,27635,,"Without freedom of speech, we are just a slaves in the matrix https://t.co/uH0OaMWmtK"
Elon Musk,2024-04-05 20:54:29+00:00,73710,25710,,This psy op is doing real numbers! https://t.co/e1bSKy4QrY
Elon Musk,2024-04-05 20:49:23+00:00,94996,12897,,Tesla Robotaxi unveil on 8/8
Elon Musk,2024-04-05 15:56:30+00:00,42369,5766,,Press the search button 🔍 to see real-time customized news for you created by Grok AI
Elon Musk,2024-04-05 15:46:09+00:00,69173,12181,,Reuters is dying https://t.co/yvlXfu9oeI
Elon Musk,2024-04-05 08:43:36+00:00,22006,3093,,Yeah https://t.co/2jlorX1jaC
Elon Musk,2024-04-05 08:40:34+00:00,14949,2204,,Important improvement https://t.co/zGyOGjVods
Elon Musk,2024-04-05 07:07:59+00:00,77736,10579,,Flight 4 next month https://t.co/1Fb0Pro9u8
Elon Musk,2024-04-05 05:23:08+00:00,23132,4570,,"Coming soon, Grok will offer “Unhinged Mode” news 🤣🤣 https://t.co/Utwd5xbQU6"
Elon Musk,2024-04-05 05:02:27+00:00,167387,55622,,Bet you didn’t know that this administration is flying hundreds of thousands of illegals into America using your tax dollars … https://t.co/QARqLhQelm
Elon Musk,2024-04-04 17:38:30+00:00,62451,10269,,Daily Show 🙌 https://t.co/ILliovBnXk
Elon Musk,2024-04-04 16:47:35+00:00,169277,43187,,This is crazy! https://t.co/M77bBh6Z1s
Elon Musk,2024-04-04 16:32:49+00:00,21716,2812,,Yes https://t.co/rtKc8uT2Yq
Elon Musk,2024-04-04 15:03:57+00:00,40643,7403,,This momentum will increase dramatically as we integrate AI-generated news trends &amp; search into 𝕏 https://t.co/MllJ93qfTS
Elon Musk,2024-04-04 14:58:40+00:00,205383,38156,,"System purge of bots &amp; trolls underway. 

Please reply to me or @XEng if legitimate accounts are suspended. 

X Corp will be tracing the people responsible and bringing the full force of the law to bear upon them."
Elon Musk,2024-04-04 07:47:30+00:00,85197,10076,,"Did you know that it costs as little as 3 cents per ad click on this platform?

Make sure your ad is interesting and clear, just like a viral post would be and the results will amaze you."
Elon Musk,2024-04-04 03:36:32+00:00,237337,48818,,"I’m cool with adults doing whatever they want, so long as it doesn’t harm others, but kids need to be protected at all costs https://t.co/DBgwyvUovs"
Elon Musk,2024-04-04 00:06:05+00:00,64649,6024,,Community Notes now active on India! https://t.co/cLcpcTIlcT
Elon Musk,2024-04-03 22:04:24+00:00,62019,9296,,This will be the first commercial space walk! https://t.co/6iODDEgzoB
Elon Musk,2024-04-03 15:00:28+00:00,166304,16739,,https://t.co/mgSNqdUR6a
Elon Musk,2024-04-03 14:16:50+00:00,212146,28034,,That is indeed what I’ve said many times https://t.co/kdWBGVOdz2
Elon Musk,2024-04-03 14:11:52+00:00,240149,23752,,Traffic on 𝕏 reaches all-time high https://t.co/1kaDlV5lBp
Elon Musk,2024-04-03 07:22:52+00:00,8348,1107,,"While I don’t own any Disney shares today, I would definitely buy their shares if Nelson were elected to the board. 

His track record is excellent."
Elon Musk,2024-04-03 07:20:50+00:00,24951,4677,,"Nelson Peltz should definitely be on the Disney board!

He would help reform the company, improve the quality of product and generally serve in the best interests of shareholders, as he has done at many other companies. 

This would significantly improve Disney’s share price. https://t.co/JPa6dP7kbQ"
Elon Musk,2024-04-03 06:31:07+00:00,102667,18210,,The legacy media is dying https://t.co/njUqEkm310
Elon Musk,2024-04-03 05:46:43+00:00,81144,6840,,Seriously 🤦‍♂️ https://t.co/FAFdJWyfgI
Elon Musk,2024-04-03 03:57:18+00:00,17395,2463,,"Accurate 😂

Grok is a lot better, but still work to do https://t.co/4s1oAmbIgS"
Elon Musk,2024-04-02 19:28:24+00:00,177417,41885,,Extremely concerning https://t.co/FvmiRXOWIA
Elon Musk,2024-04-02 19:26:48+00:00,121782,42190,,"In case you thought government trying to force home sales for “asylum seekers” was a myth, this is already happening in Britain!
https://t.co/Y2O2y87JW4"
Elon Musk,2024-04-02 06:38:13+00:00,336781,31528,,"We live on stolen land. 

By “we”, I mean us mammals. 

We stole it from the dinosaurs 🦖 😢"
Elon Musk,2024-04-02 06:23:51+00:00,15478,1850,,Can’t wait for Toy Story 5 &amp; two more Moana movies. Yay … https://t.co/cdwLDkHDiO
Elon Musk,2024-04-01 19:15:45+00:00,206746,24577,,😂 https://t.co/oNLTRf0pxa
Elon Musk,2024-04-01 18:59:19+00:00,227675,27467,,"Whoa, this documentary of New York is intense! https://t.co/5H6tnALpee"
Elon Musk,2024-04-01 18:49:56+00:00,228583,22496,,So many April Fool’s jokes that are actually plausible given the increasingly insane real things happening in the world!
Elon Musk,2024-04-01 15:58:59+00:00,55586,8833,,Starlink helps fund humanity getting to Mars https://t.co/1TA7qeevGr
Elon Musk,2024-04-01 07:37:58+00:00,263947,19655,,"Excited to join @Disney as their Chief DEI Officer. 

Can’t wait to work with Bob Iger &amp; Kathleen Kennedy to make their content MORE woke!

Even the linguini."
Elon Musk,2024-04-01 07:25:19+00:00,76158,10666,,💯 https://t.co/4HRGVMAIce
Elon Musk,2024-03-31 00:35:50+00:00,121136,20222,,"At 5000 tons, Starship is the largest flying object ever made. Thrust is more than double the Saturn V moon rocket.

It is the first spaceship design capable of making life multiplanetary.

Goal of the next mission is to make it through the meteorically extreme heat of reentry. https://t.co/HjDJNsxlNM"
Elon Musk,2024-03-30 23:46:40+00:00,98876,12858,,"SpaceX aiming for 3 launches today! One Eutelsat, which just reached orbit, and 2 @Starlink missions. https://t.co/31chkn2gIh"
Elon Musk,2024-03-30 23:31:29+00:00,8248,1086,,It gets particularly interesting when you trace to source documents
Elon Musk,2024-03-30 19:27:03+00:00,34974,5526,,"History is complicated 
https://t.co/LcCscQEaOT"
Elon Musk,2024-03-30 01:05:26+00:00,248853,37714,,Yup https://t.co/LJW6jM5dts
Elon Musk,2024-03-30 00:57:42+00:00,224415,29517,,"Only 379,000 births in Italy for 2023, the lowest annual figure since the country's unification in 1861."
Elon Musk,2024-03-30 00:10:27+00:00,40497,6659,,"As always, suggestions for improving Community Notes are much appreciated. 

The aspiration of this platform is to be by far the best source of truth on Earth. Nothing will ever be perfect, but we shall strive to be less wrong every day. https://t.co/jWRnQltnL2"
Elon Musk,2024-03-30 00:07:39+00:00,73475,11360,,Supporting your right to freedom of speech https://t.co/M5mxbONxMz
Elon Musk,2024-03-29 20:28:57+00:00,120890,11211,,Congrats Tesla Team! https://t.co/tWR4z6CBaP
Elon Musk,2024-03-29 20:00:49+00:00,75547,16375,,Meta was also falsely claiming credit for sales that actually originated from 𝕏 https://t.co/Y7FnVb9HiM
Elon Musk,2024-03-29 12:18:26+00:00,603582,54633,,https://t.co/N1Cn8Dftgi
Elon Musk,2024-03-29 12:02:21+00:00,133770,16294,,https://t.co/nNcTPlucnt
Elon Musk,2024-03-29 10:15:38+00:00,33682,4712,,"Should be available on 𝕏 next week. 

Grok 2 should exceed current AI on all metrics. In training now. https://t.co/s7rVxvK8mZ"
Elon Musk,2024-03-29 09:43:49+00:00,152024,21665,,"The first condition of progress is the removal of censorship.
- Durant"
Elon Musk,2024-03-28 22:27:48+00:00,126464,22448,,"Modern Western civilization has extraordinary empathy compared to its power. This is also arguably its greatest weakness.

With the nuclear bomb, America could have subjugated every nation on Earth with ease. Hitler and Stalin would certainly have done so.

Instead, America… https://t.co/gF9yxCIfov https://t.co/p5r9oJNyMA"
Elon Musk,2024-03-28 21:59:35+00:00,14265,2127,,Many upgrades to 𝕏 Communities! https://t.co/bFdAPFgeye
Elon Musk,2024-03-28 21:17:51+00:00,35344,6047,,Amen https://t.co/O65WJumIgv
Elon Musk,2024-03-28 20:55:58+00:00,235384,52786,,Something is deeply wrong with the justice system https://t.co/juCdPOSv1B
Elon Musk,2024-03-28 20:48:56+00:00,33445,4406,,"I favor empathy, but the assumption that empathy will always be reciprocated is false https://t.co/PDtENkRF3q"
Elon Musk,2024-03-28 20:45:23+00:00,126101,15208,,"Many movies exist about a lone inventor in a garage having a eureka moment, but almost none about manufacturing, so it’s underappreciated by the public.

Compared to the insane pain of reaching high-volume, positive-margin production, prototypes are a piece of cake. https://t.co/WKNeSFDY74"
Elon Musk,2024-03-28 19:18:33+00:00,84671,20053,,Yup https://t.co/go2S9a6w1s
Elon Musk,2024-03-28 12:10:34+00:00,169041,42001,,The Dem Party goal is to import voters https://t.co/61qurM57G2
Elon Musk,2024-03-28 12:01:46+00:00,13091,2011,,Interesting https://t.co/PDtENkR7dS
Elon Musk,2024-03-28 12:00:42+00:00,33043,5223,,Thank you. Subscribing is the only way to ensure that major brand advertisers cannot demand censorship of this platform. https://t.co/69PFhTCSE2
Elon Musk,2024-03-28 11:45:57+00:00,16608,2434,,😂 https://t.co/ovdZCjcrsD
Elon Musk,2024-03-28 11:42:24+00:00,178245,39403,,New York taxes citizens and gives the money to illegals https://t.co/s9gPnb9PH2
Elon Musk,2024-03-28 11:34:36+00:00,73003,16419,,This video speaks for itself https://t.co/SGJkJD3E7g
Elon Musk,2024-03-28 11:33:54+00:00,167038,43298,,"Failure to prosecute crime in New York (and many other US cities) allows violent criminals to assault women at will!

The governor had to call out the national guard just so people could ride the subway. https://t.co/G6cx8X0GAc"
Elon Musk,2024-03-28 11:29:07+00:00,77411,10521,,It should not be acceptable for any company in the gaming industry to be racist &amp; sexist against “white guys” https://t.co/FavbIIYuFa
Elon Musk,2024-03-28 07:24:59+00:00,22808,4382,,Send https://t.co/bOUOek5Cvy links to friends so that they know what’s actually going on! https://t.co/elRV9TZGrU
Elon Musk,2024-03-28 00:43:07+00:00,44594,11076,,"Ideally, there would be no deaths, but, when they do happen, public perception of frequency should match reality as closely as possible https://t.co/vKwBF7Ff4F"
Elon Musk,2024-03-28 00:39:50+00:00,199923,24871,,"Going forward, all 𝕏 accounts with over 2500 verified subscriber followers will get Premium features for free and accounts with over 5000 will get Premium+ for free"
Elon Musk,2024-03-27 23:47:37+00:00,38345,6590,,"In reality, legacy media views went down and this platform went up https://t.co/XIjn5dIPx4"
Elon Musk,2024-03-27 23:03:07+00:00,368088,101852,,Wow … https://t.co/7g1ynS1hjc
Elon Musk,2024-03-27 22:59:32+00:00,171341,18673,,Starlink now in Argentina! https://t.co/xv7LgNL1L9
Elon Musk,2024-03-27 20:30:31+00:00,97521,12484,,"Getting ready for Flight 4 of Starship!

Goal of this mission is for Starship to get through max reentry heating with all systems functioning. https://t.co/qRfgrX4nVQ"
Elon Musk,2024-03-27 20:27:33+00:00,64844,15940,,Not cool that she undermined math education in California https://t.co/VLlmHdFt9m
Elon Musk,2024-03-27 17:21:57+00:00,60359,8262,,"This is an especially important mission. Some chance it may find signs of life in Europa, a moon of Jupiter! https://t.co/dhtX5naxrs"
Elon Musk,2024-03-27 14:37:37+00:00,144131,15909,,"Community Notes corrects all accounts: Presidents of countries, media, government agencies, advertisers. 

No exceptions.

Nothing is perfect, but Notes is the best source of truth on the Internet by far. https://t.co/BakfT3ombU"
Elon Musk,2024-03-27 13:39:21+00:00,202051,45289,,"NBC just hired &amp; immediately fired Ronna McDaniel, because the team refused to let even one Republican join them – that’s how biased they are! https://t.co/4kFYINCsVB"
Elon Musk,2024-03-27 13:18:05+00:00,26701,3738,,Financial operating systems matter https://t.co/5hwyWICXVg
Elon Musk,2024-03-27 06:25:25+00:00,80119,7349,,"Grok has normal mode and fun mode. Tonight, we decided to add an unhinged fun mode. It is next-level 🤣🤣"
Elon Musk,2024-03-26 21:45:49+00:00,305112,41587,,Nothing more precious than old friends
Elon Musk,2024-03-26 21:34:05+00:00,581628,69690,,https://t.co/CFPmmmMSKl
Elon Musk,2024-03-26 21:19:16+00:00,466301,41460,,This will be a spicy year https://t.co/XG3pWJGS10
Elon Musk,2024-03-26 20:39:00+00:00,27028,4499,,"Later this week, Grok will be enabled for all premium subscribers (not just premium+) https://t.co/4u9lbLwe23"
Elon Musk,2024-03-26 18:54:00+00:00,61657,13362,,"On the other hand, legacy media did actually decline by 20% last year https://t.co/EkVqnOwuA5"
Elon Musk,2024-03-26 18:13:11+00:00,90576,24486,,True https://t.co/A7K3dtbV6m
Elon Musk,2024-03-26 10:12:17+00:00,126357,11445,,Yes! https://t.co/Ga0iFnuf6Q
Elon Musk,2024-03-26 03:59:58+00:00,118013,29741,,Fake news that’s truer than the “real” news 😂 https://t.co/stYf0T0iIw
Elon Musk,2024-03-26 03:27:22+00:00,466827,38972,,Found this in my fortune cookie tonight https://t.co/luuYKdfAVV
Elon Musk,2024-03-25 19:10:21+00:00,105685,14366,,Just when you think reality can’t get more surreal 🤣🤣 https://t.co/OLh1cFWH7q
Elon Musk,2024-03-25 08:45:20+00:00,126322,14504,,"The circle will be complete 
 https://t.co/QkT7K9QBJF"
Elon Musk,2024-03-25 08:36:48+00:00,633873,51143,,https://t.co/XjsRu2Z8uC
Elon Musk,2024-03-24 23:04:50+00:00,31314,6015,,"If in doubt, always listen to @JohnCleese!
https://t.co/9d024lMxci"
Elon Musk,2024-03-24 19:55:47+00:00,242080,28192,,Bye bye 😘 https://t.co/J0B6eihR4Q
Elon Musk,2024-03-24 16:18:35+00:00,263925,55427,,"Everyone, yes everyone, is far right! 😂
 https://t.co/Xt9Lvw5z1Q"
Elon Musk,2024-03-24 15:54:46+00:00,93184,14815,,In support of your right to speak https://t.co/qWCOYYALPf
Elon Musk,2024-03-24 05:17:29+00:00,62955,7692,,fyi https://t.co/C7JjBFZMhw
Elon Musk,2024-03-24 03:57:32+00:00,110042,20530,,Yup https://t.co/vQheonxzzu
Elon Musk,2024-03-23 20:27:11+00:00,100971,20022,,"Yeah, US immigration is completely backwards: trivial to enter illegally and nightmarishly difficult to enter legally!

I strongly support increasing and expediting legal immigration. https://t.co/ZL2XDJCWIA"
Elon Musk,2024-03-23 19:36:43+00:00,181858,31860,,"Please forward links to 𝕏 posts to your friends so they know what’s actually happening. 

Some people still believe the legacy media!"
Elon Musk,2024-03-23 19:33:29+00:00,161143,42498,,Also insane! https://t.co/UC6xCYpqhD
Elon Musk,2024-03-23 19:29:25+00:00,301406,83329,,This is insane! https://t.co/s8qHtKJ9CQ
Elon Musk,2024-03-23 19:24:52+00:00,17176,3075,,"Werner Herzog makes a great point

https://t.co/LVIwT9gEh1"
Elon Musk,2024-03-23 18:43:06+00:00,24013,3462,,Pin your best content and it will receive far more views https://t.co/wLSMIbRdeT
Elon Musk,2024-03-23 17:41:13+00:00,143376,30285,,Your home is no longer your home in many states https://t.co/HolF9DT6b1
Elon Musk,2024-03-23 17:33:44+00:00,29960,4122,,Ironic https://t.co/VLjDfVcwRM
Elon Musk,2024-03-23 17:31:08+00:00,166530,31885,,Reality vs perception is very different https://t.co/b81JZ60zpR
Elon Musk,2024-03-23 17:28:58+00:00,213031,20581,,😂😂 https://t.co/BOi99H1TMI
