User,Date Created,Number of Likes,Number of Retweets,Source of Tweet,Tweet
Elon Musk,2024-04-22 23:30:07+00:00,266079,27767,,Tesla is the lowest cost car to maintain https://t.co/VJjggL4l1E
Elon Musk,2024-04-22 23:28:12+00:00,29795,4028,,Cool https://t.co/SAvMOB7UqK
Elon Musk,2024-04-22 23:21:32+00:00,156713,35633,,"Our concern is that if ANY country is allowed to censor content for ALL countries, which is what the Australian “eSafety Commissar” is demanding, then what is to stop any country from controlling the entire Internet?

We have already censored the content in question for… https://t.co/LoQJ58Od3G https://t.co/aca9E4uAB7"
Elon Musk,2024-04-22 16:07:09+00:00,767940,101019,,"Don’t take my word for it, just ask the Australian PM! https://t.co/ZJBKrstStQ"
Elon Musk,2024-04-22 15:28:39+00:00,127191,25612,,I’d like to take a moment to thank the PM for informing the public that this platform is the only truthful one https://t.co/EM0lF6n7SC
Elon Musk,2024-04-22 14:38:29+00:00,69478,9990,,https://t.co/5UVYrBNtsv
Elon Musk,2024-04-22 05:24:36+00:00,620127,78620,,Time to make crime illegal again
Elon Musk,2024-04-22 04:05:48+00:00,138178,25876,,Robbery in most of America is out of control https://t.co/id5K098qid
Elon Musk,2024-04-22 00:19:42+00:00,66407,14668,,Wow https://t.co/ripkRK0HgJ
Elon Musk,2024-04-21 21:54:15+00:00,104438,22248,,And this is after Sheetz had to struggle for years with a challenging brand name! https://t.co/BfhMyr6pA9
Elon Musk,2024-04-21 17:01:18+00:00,109424,18499,,"Because he is against the will of the people and, therefore, democracy https://t.co/UKzeB4w1Zg"
Elon Musk,2024-04-21 01:47:21+00:00,309314,33681,,https://t.co/IRklAnUBnj
Elon Musk,2024-04-20 23:57:13+00:00,43722,7797,,Forward links to make sure your friends know what’s really happening https://t.co/VojN8LQuoP
Elon Musk,2024-04-20 20:36:56+00:00,128141,24012,,A return to reasonableness and due process under Brazilian law is the right thing to do https://t.co/vi9Ld6EyTL
Elon Musk,2024-04-20 17:42:33+00:00,159642,12609,,Accurate https://t.co/mMPSvw8OPa
Elon Musk,2024-04-20 17:27:28+00:00,85702,13983,,https://t.co/BTX7YnPo4t
Elon Musk,2024-04-20 17:26:17+00:00,104650,24124,,Shellenberger eloquently describes the severity of the situation in Brazil and the appropriate remedy https://t.co/Vtjulz32Hc
Elon Musk,2024-04-20 17:21:36+00:00,61480,6599,,The software must have exactly 420 lines of code on this auspicious day https://t.co/QEVwFb6Qb4
Elon Musk,2024-04-20 14:40:26+00:00,89887,14953,,Absolutely disastrous https://t.co/JzDCyJbopK
Elon Musk,2024-04-20 09:32:10+00:00,61942,12930,,Exactly https://t.co/aca9E4uAB7
Elon Musk,2024-04-20 09:07:51+00:00,42127,7200,,Legacy media is ideologically aligned with NPR https://t.co/BhD9o5zmFy
Elon Musk,2024-04-20 09:01:07+00:00,113139,31454,,This is crazy https://t.co/R8SYWhANU0
Elon Musk,2024-04-20 08:59:01+00:00,70196,13857,,Yeah https://t.co/cREs38ZWsB
Elon Musk,2024-04-20 05:55:47+00:00,17221,2476,,Improvements to Notes https://t.co/8zZ9NUnIoh
Elon Musk,2024-04-20 04:46:38+00:00,46797,7801,,"Your subscription is much appreciated. 

The days ahead for defending freedom of speech will be tough. https://t.co/vkTT03KLPY"
Elon Musk,2024-04-20 04:45:03+00:00,27178,1379,,And the gas savings are very real. That’s why so many Uber drivers use Tesla!
Elon Musk,2024-04-20 04:43:52+00:00,360572,24879,,https://t.co/Mkk4p5NAfM
Elon Musk,2024-04-20 04:36:43+00:00,95243,14459,,Turns out that free speech is actually very expensive https://t.co/xfd1muOplk
Elon Musk,2024-04-20 04:03:49+00:00,86444,16080,,"Almost everywhere on Earth had slavery for thousands of years and some places still do. 

The drive to end slavery on a worldwide basis was spearheaded by Britain in the early 1800’s. 

https://t.co/zO77pV1K9H. https://t.co/JYxuNUkbF9"
Elon Musk,2024-04-20 03:53:55+00:00,197392,50123,,"Wow, Bill Maher hits the bullseye 🎯 https://t.co/WKmBXuw4UT"
Elon Musk,2024-04-19 21:25:37+00:00,85888,17540,,Same https://t.co/k0Zne3FsHC
Elon Musk,2024-04-19 18:48:49+00:00,249322,54602,,Insane https://t.co/CvDrBYZXbR
Elon Musk,2024-04-19 18:47:25+00:00,53485,12833,,The Australian censorship commissar is demanding *global* content bans! https://t.co/CRLglUYYIG
Elon Musk,2024-04-19 18:43:42+00:00,40252,7566,,Another major attack on the First Amendment by this administration https://t.co/OOxFAweA5E
Elon Musk,2024-04-19 18:32:34+00:00,26931,4753,,Mad insurance regulation &amp; extremely high litigation costs are the root causes https://t.co/HsjYys34YK
Elon Musk,2024-04-19 18:20:41+00:00,357742,42781,,"In my opinion, TikTok should not be banned in the USA, even though such a ban may benefit the 𝕏 platform. 

Doing so would be contrary to freedom of speech and expression. It is not what America stands for."
Elon Musk,2024-04-19 18:10:01+00:00,85133,20921,,The opposition to free speech (under the guise of “hate speech”) in America by hard left activists is much greater than most people realize https://t.co/UCZQWQinvS
Elon Musk,2024-04-19 04:49:14+00:00,323755,37910,,Any accounts doing engagement farming will be suspended and traced to source
Elon Musk,2024-04-19 03:51:07+00:00,804676,81427,,"We should send rockets not at each other, but rather to the stars https://t.co/h4apedUrsU"
Elon Musk,2024-04-19 03:16:01+00:00,18896,2590,,Improved ad performance https://t.co/KrTl1RwtGf
Elon Musk,2024-04-19 03:15:19+00:00,365512,24997,,https://t.co/WhrDatC6Fq
Elon Musk,2024-04-18 23:22:19+00:00,148500,32444,,It’s a real problem! https://t.co/WJYqoTzzSR
Elon Musk,2024-04-18 23:13:47+00:00,158709,18573,,Crime is out of control https://t.co/oHoqsNy7Er
Elon Musk,2024-04-18 22:58:08+00:00,38676,9911,,"Ironically, GDI pushes disinformation and should be shut down, with recriminations for the miscreants https://t.co/0wXau0T9gm"
Elon Musk,2024-04-18 22:43:32+00:00,153496,37424,,De Moraes absolutely interfered with the Brazil elections https://t.co/QYCQf02Vzq
Elon Musk,2024-04-18 22:41:57+00:00,27573,3810,,https://t.co/7gjy1KQT1Y
Elon Musk,2024-04-18 22:37:22+00:00,17873,2533,,Improved advertising https://t.co/KrTl1RwtGf
Elon Musk,2024-04-18 21:56:04+00:00,105470,26393,,Wow https://t.co/6D3Dk0xNjV
Elon Musk,2024-04-18 18:43:02+00:00,109886,8587,,Every time I hear about GPU FLOPS https://t.co/n06V3deEKA
Elon Musk,2024-04-18 16:49:43+00:00,398737,60417,,"Given the relentless attacks on free speech, I am going to fund a national signature campaign in support of the First Amendment"
Elon Musk,2024-04-18 16:34:35+00:00,34360,4634,,Highly recommend this book! https://t.co/JRtMvbnSv3
Elon Musk,2024-04-18 16:32:15+00:00,233555,65375,,"Wow, this is insane https://t.co/o0DgcnZzfr"
Elon Musk,2024-04-18 16:28:45+00:00,36871,4518,,Starlink streams live during a tornado! https://t.co/iq25vIFpNy
Elon Musk,2024-04-18 16:28:04+00:00,29511,5431,,"Concerning that less than 1/3 of F-35s, the most advanced US fighter are fully mission capable https://t.co/uBPngBLBFq"
Elon Musk,2024-04-18 15:04:56+00:00,19497,2576,,This will increasingly be the case https://t.co/obDufzx5mE
Elon Musk,2024-04-18 14:25:58+00:00,226949,28681,,Now you know part of why it turned into https://t.co/KMfanOy37E
Elon Musk,2024-04-18 14:18:41+00:00,36504,7490,,Wow https://t.co/Rt9Cgr1qhj
Elon Musk,2024-04-18 14:11:57+00:00,68833,11402,,That’s literally the point of Wikipedia https://t.co/WByKhy5EV6
Elon Musk,2024-04-18 09:18:27+00:00,214199,26876,,https://t.co/f70oI27AIm
Elon Musk,2024-04-18 08:25:38+00:00,152845,34584,,The law broke the law https://t.co/JM31Q2gu4f
Elon Musk,2024-04-18 01:51:39+00:00,89437,20255,,This is incredibly messed up https://t.co/5Zt5DB6SYe
Elon Musk,2024-04-18 01:45:41+00:00,145849,31124,,The censorship actions against elected representatives demanded by @alexandre violate Brazilian law https://t.co/7GfwjrOuJL
Elon Musk,2024-04-18 01:38:51+00:00,95641,18578,,Surely this is illegal? https://t.co/P8Qk8LOlhN
Elon Musk,2024-04-18 01:17:19+00:00,36295,6312,,Super-powerful AI programmed in this way has severe civilization-level risk https://t.co/uQEjDobhzK
Elon Musk,2024-04-17 20:19:10+00:00,160785,24310,,Poder ao povo! https://t.co/bnRNQfqqc5
Elon Musk,2024-04-17 18:37:10+00:00,67972,10490,,Bring back Vine?
Elon Musk,2024-04-17 18:12:52+00:00,178858,45443,,This keeps getting crazier! The head of NPR hates the Constitution of the USA. https://t.co/1Xp8Pi12fs
Elon Musk,2024-04-17 18:08:16+00:00,58001,13753,,"Now imagine if this is programmed, explicitly or implicitly, into super powerful AI – it could end civilization. 

Now, no need to imagine. It is already programmed into Google Gemini and OpenAI ChatGPT. https://t.co/cioa8ruj3W"
Elon Musk,2024-04-17 17:54:45+00:00,93427,18248,,The software running in her head is the anti-Grok – hates truth &amp; humor 😂 https://t.co/ezQr8N6nzZ
Elon Musk,2024-04-16 22:57:56+00:00,99605,19955,,"Legacy media simply can’t compete with hundreds of millions of humans providing real-time, AI-assisted, interactive information https://t.co/7dQHBpeQEN"
Elon Musk,2024-04-16 22:52:19+00:00,288074,23358,,"Whoa, I just realized that raising a kid is basically 18 years of prompt engineering 🤯"
Elon Musk,2024-04-16 18:54:01+00:00,325642,72193,,"More than the population of 36 states in just over 3 years!

I am very much in favor of legal immigration, being an immigrant myself, but allowing a flood of millions of unvetted people to enter the United States illegally is insane. https://t.co/4F6XYwXZpz"
Elon Musk,2024-04-16 18:45:43+00:00,181537,46164,,When will this madness stop? https://t.co/9BsB5lBsjg
Elon Musk,2024-04-16 15:39:26+00:00,147623,34458,,NPR has become a hard left propaganda machine that tolerates no dissent https://t.co/Pcpg1Wubtk
Elon Musk,2024-04-15 20:34:02+00:00,25165,4418,,Interesting series about a potentially good future https://t.co/AJMmZKVh4Z
Elon Musk,2024-04-15 19:34:09+00:00,134764,28023,,"United States laws prevent 𝕏 from participating in corruption that violates the laws of other countries, which is what @Alexandre is demanding that we do https://t.co/T6bIQqwtjF"
Elon Musk,2024-04-15 18:34:59+00:00,61827,14079,,Interesting https://t.co/hQJTsYDx5v
Elon Musk,2024-04-15 18:34:21+00:00,101331,10648,,"If you’re experiencing severe neck/back pain, I recommend looking into a disc replacement. 

If you do, err on the side of a disc with limited movement. A simple hinge is more likely to be effective than a high mobility artificial disc that can translate, as well as rotate."
Elon Musk,2024-04-15 17:50:59+00:00,207770,16714,,https://t.co/wXlbpNU97H
Elon Musk,2024-04-15 16:10:37+00:00,64151,8913,,Worth noting that the actual brand safety score is almost perfect https://t.co/Im2LWbQHea
Elon Musk,2024-04-15 16:02:25+00:00,22785,3329,,Thanks to the 𝕏 team for discovering this and @DoubleVerify for responding quickly to correct the error https://t.co/H3z2IRLZmD
Elon Musk,2024-04-15 12:08:39+00:00,113693,26963,,Greece is one of dozens of countries experiencing population collapse due to low birth rates https://t.co/2qFA087SLJ
Elon Musk,2024-04-14 20:37:00+00:00,48872,7303,,Create or join 𝕏 Communities! https://t.co/TKUxiL358H
Elon Musk,2024-04-14 15:42:34+00:00,1063055,89263,,https://t.co/etG77nfB7M
Elon Musk,2024-04-14 12:04:39+00:00,609999,84084,,🤔 https://t.co/DfHjcN4L01
Elon Musk,2024-04-14 09:04:20+00:00,102743,10936,,The refreshing breeze of the Overton window opening
Elon Musk,2024-04-14 08:12:24+00:00,205459,18881,,https://t.co/zK1V35WTLF
Elon Musk,2024-04-13 23:09:22+00:00,248160,18412,,Always wondered what that chair was for https://t.co/rJfUGSEH1E
Elon Musk,2024-04-13 13:45:46+00:00,170106,26399,,😂 https://t.co/NfqP4LSIVp
Elon Musk,2024-04-13 08:14:42+00:00,27818,4347,,Join @xAI! https://t.co/vZ1FrLfgat
Elon Musk,2024-04-13 02:09:00+00:00,22301,3569,,Good deal https://t.co/XT2AOvz3Yd
Elon Musk,2024-04-13 01:58:08+00:00,89240,10422,,20th time the same booster has landed https://t.co/VeGPZqTjZ3
Elon Musk,2024-04-13 01:55:14+00:00,23839,2987,,Grok-1.5 Vision https://t.co/B9LkGwviWs
Elon Musk,2024-04-13 00:53:37+00:00,77508,9551,,https://t.co/dawkqi42pX
Elon Musk,2024-04-12 22:53:40+00:00,45475,6443,,"Thank you DoubleVerify for correcting your mistake regarding brand safety on this platform. 

When measured accurately, brand safety on 𝕏 is extremely good. https://t.co/qAiyTvEHFz"
Elon Musk,2024-04-12 20:22:21+00:00,63229,7494,,Supervised full self-driving now $99/month https://t.co/UoZ0MvirxW
Elon Musk,2024-04-12 17:31:45+00:00,83850,20326,,Wow https://t.co/niHZz9IU8J
Elon Musk,2024-04-12 17:10:40+00:00,1146493,108231,,To an exciting &amp; inspiring future! https://t.co/WUIqN7B2F6
Elon Musk,2024-04-12 17:08:27+00:00,791980,93008,,Libertad! https://t.co/BiDyvh0K7s
Elon Musk,2024-04-12 14:24:44+00:00,118820,19430,,And the appeal process is a sham https://t.co/zdlvrneFhm
Elon Musk,2024-04-12 03:30:21+00:00,57662,12149,,Facts … https://t.co/DmJ9P4CQm8
Elon Musk,2024-04-12 03:26:59+00:00,32186,4045,,Our advertising relevance has greatly improved https://t.co/fKoeQd8As1
Elon Musk,2024-04-12 02:48:45+00:00,29908,4438,,Advertise on 𝕏 https://t.co/z1ZLcjInDt
Elon Musk,2024-04-12 01:47:56+00:00,74191,14116,,Let’s see what the public thinks https://t.co/mmCk3tylb9
Elon Musk,2024-04-12 01:40:00+00:00,49569,6282,,"The Model S &amp; X Plaid (meaning, beyond ludicrous speed) are sublime https://t.co/VJOzDqUZBx"
Elon Musk,2024-04-11 22:55:43+00:00,51906,5730,,Community Notes will now show faster https://t.co/QuFdcln6wf
Elon Musk,2024-04-11 19:07:08+00:00,59782,6707,,Glad Tesla FSD was there to help and that you’re feeling well! https://t.co/8krLuAMEaj
Elon Musk,2024-04-11 15:35:36+00:00,48107,6503,,"Congrats SpaceX Team &amp; @SpaceForceDoD on completing 3 orbital Vandenberg launches in 11 days!

Might be a record. https://t.co/72OQELpXyj"
Elon Musk,2024-04-11 15:28:52+00:00,122133,25683,,Tyranny https://t.co/r3Se5J542z
Elon Musk,2024-04-11 14:56:40+00:00,25863,3674,,😂 https://t.co/dmSYpTuHDx
Elon Musk,2024-04-11 14:47:37+00:00,213422,43813,,"The severity of the censorship and the degree to which Brazil’s own laws are being broken, to the detriment of their own people, is the worst of any country in the world in which this platform operates. https://t.co/dWa3Mkrkas"
Elon Musk,2024-04-11 14:44:28+00:00,126914,26884,,Accurate https://t.co/0rnrWmELM7
Elon Musk,2024-04-11 12:06:40+00:00,554676,38172,,https://t.co/eIhSUbjBH2
Elon Musk,2024-04-11 10:56:00+00:00,130478,26319,,True https://t.co/VnTdG12lGV
Elon Musk,2024-04-11 06:19:16+00:00,336928,33901,,😱 https://t.co/8RPvaJ4gqV
Elon Musk,2024-04-11 06:13:53+00:00,89616,13665,,Your support is much appreciated. Makes a difference. https://t.co/qgxx6Q7gbi
Elon Musk,2024-04-11 05:39:17+00:00,39066,7945,,Interesting https://t.co/UwkEtQo40m
Elon Musk,2024-04-11 04:22:48+00:00,87289,15357,,Sounds balanced … 😂 https://t.co/CR1ncKqw0d
Elon Musk,2024-04-11 04:17:16+00:00,69972,10716,,Exactly https://t.co/X31HS1GtJ5
Elon Musk,2024-04-11 04:02:28+00:00,87812,18279,,We were asked to suspend sitting members of the Brazilian parliament and many journalists https://t.co/XgKeERkMPA
Elon Musk,2024-04-11 03:58:53+00:00,143336,29070,,Exactly. Dictator @Alexandre. https://t.co/glhcFdYSb2
Elon Musk,2024-04-11 03:57:29+00:00,254512,40007,,"𝕏 just received an inquiry from the US House of Representatives regarding actions taken in Brazil that were in violation of Brazilian law.

There were hundreds, if not thousands.

This is getting spicy 🌶️"
Elon Musk,2024-04-11 02:19:26+00:00,153430,26855,,"True
 https://t.co/qQEe4O29SD"
Elon Musk,2024-04-10 21:43:27+00:00,205540,16781,,𝕏 algorithm update coming soon with more bangers and less clickbait!
Elon Musk,2024-04-10 17:48:49+00:00,92990,15568,,Exactly https://t.co/tHdveqQjbK
Elon Musk,2024-04-10 17:44:59+00:00,260313,27803,,Looking forward to meeting with Prime Minister @NarendraModi in India!
Elon Musk,2024-04-10 17:35:15+00:00,174049,30247,,"𝕏 respects the laws of Brazil and all countries in which we operate.

When given an order to break the law, we must refuse. https://t.co/vLuFUP9gN8"
Elon Musk,2024-04-10 15:08:32+00:00,45431,5202,,"With Starlink, it feels like you’re on the ground, rather than in the air! https://t.co/qzTJIH1AHu"
Elon Musk,2024-04-10 13:35:52+00:00,213055,33828,,You are most welcome 🙏 https://t.co/rNrsep3tfc
Elon Musk,2024-04-10 04:12:02+00:00,340351,56830,,Brave man https://t.co/eB4es8ZgJ1
Elon Musk,2024-04-10 03:44:50+00:00,228918,38129,,"Precisely 
 https://t.co/mbnnpIHVbD"
Elon Musk,2024-04-09 22:27:39+00:00,75459,13168,,Accurate https://t.co/Oen5ct1aNB
Elon Musk,2024-04-09 22:17:23+00:00,238804,41577,,Much appreciated https://t.co/WcbTipBIV4
Elon Musk,2024-04-09 18:20:06+00:00,70289,10999,,And fast https://t.co/JwCLUrcTlz
Elon Musk,2024-04-09 11:55:40+00:00,232001,23868,,What are the odds? 😂 https://t.co/NSRIHfrV4O
Elon Musk,2024-04-09 11:26:40+00:00,70639,6981,,Starlink now available in Albania! https://t.co/FD0PWaAYED
Elon Musk,2024-04-09 04:39:42+00:00,488149,74938,,https://t.co/idCPsSCiPp
Elon Musk,2024-04-09 01:19:02+00:00,294194,43391,,How did @Alexandre de Moraes become the dictator of Brazil? He has Lula on a leash 😂
Elon Musk,2024-04-09 01:05:32+00:00,84503,9121,,Great idea 😂 https://t.co/I9gr9K3vlT
Elon Musk,2024-04-09 00:45:01+00:00,179228,34363,,"The law applies to all, including @Alexandre. He should be on trial for his crimes. https://t.co/BuFnIzjMEy"
Elon Musk,2024-04-09 00:27:50+00:00,403953,52079,,"View of the eclipse from orbit
 https://t.co/2jQGNhPf2v"
Elon Musk,2024-04-08 20:27:48+00:00,168038,24658,,https://t.co/gKoHxYpHPC
Elon Musk,2024-04-08 20:05:29+00:00,38700,5891,,The AI compute growth chart says it all https://t.co/Lj2o4CfVN8
Elon Musk,2024-04-08 19:44:34+00:00,190759,16889,,Was cool to see the eclipse from Austin. ~27 years before it happens here again. https://t.co/lYNfBIyjb5
Elon Musk,2024-04-08 19:40:07+00:00,477481,42889,,https://t.co/0mqZh1oK6J
Elon Musk,2024-04-08 18:03:38+00:00,155457,29492,,"𝕏 supports the people of Brazil, without regard to political affiliation. 

Does Judge @Alexandre? https://t.co/m2FVOvoyNv"
Elon Musk,2024-04-08 17:21:28+00:00,374796,45019,,https://t.co/r5T7V5ZO6Q
Elon Musk,2024-04-08 17:14:41+00:00,124902,24162,,"[Scene: @Alexandre &amp; @ElonMusk in psychoanalysis]

I say, “Tell me, Alexandre, is the disinformation in the room with us now?” https://t.co/yhvOmrysaZ"
Elon Musk,2024-04-08 17:09:42+00:00,164601,37009,,"This is the heart of the problem. What say you @Alexandre?

Let us debate this in the open. https://t.co/E2HsU6Winr"
Elon Musk,2024-04-08 17:07:37+00:00,56778,8405,,Yes https://t.co/SCFgKpbHdZ
Elon Musk,2024-04-08 15:40:20+00:00,79459,12652,,Accurate https://t.co/lZRF8yHN3h
Elon Musk,2024-04-08 02:44:50+00:00,141303,31123,,They want to stack the deck https://t.co/CnRNrraBGF
Elon Musk,2024-04-07 22:25:13+00:00,159411,28613,,Using a VPN is very easy https://t.co/vWcCRn3S5J
Elon Musk,2024-04-07 21:43:38+00:00,183500,32565,,"To ensure that you can still access the 𝕏 platform, download a virtual private network (VPN) app https://t.co/ui55eq2KKp"
